id,retweets,favorite_tweet,followers_user,favourites_user
867072653475098625,108,0,8898057,145993
867051520902168576,7166,30002,8898057,145993
866720684873056260,4355,18653,8898057,145993
866686824827068416,3149,17944,8898057,145993
866450705531457537,32074,113958,8898057,145993
866334964761202691,12962,48802,8898057,145993
866094527597207552,7622,0,8898057,145993
865718153858494464,5125,23992,8898057,145993
865359393868664832,4556,24697,8898057,145993
865006731092295680,7044,26189,8898057,145993
864873206498414592,7931,30149,8898057,145993
864279568663928832,2745,13647,8898057,145993
864197398364647424,8051,28000,8898057,145993
863907417377173506,3789,19285,8898057,145993
863553081350529029,3836,14291,8898057,145993
863471782782697472,2217,0,8898057,145993
863432100342583297,4791,22262,8898057,145993
863427515083354112,87,2059,8898057,145993
863079547188785154,1015,8216,8898057,145993
863062471531167744,2217,7904,8898057,145993
862831371563274240,4715,17972,8898057,145993
862722525377298433,3249,16033,8898057,145993
862457590147678208,4504,19127,8898057,145993
862096992088072192,21234,69494,8898057,145993
861383897657036800,9829,33854,8898057,145993
861288531465048066,3804,16107,8898057,145993
861005113778896900,3510,15662,8898057,145993
860981674716409858,1970,0,8898057,145993
860924035999428608,728,0,8898057,145993
860563773140209665,1970,7042,8898057,145993
860524505164394496,4876,22242,8898057,145993
860276583193509888,3248,17306,8898057,145993
860184849394610176,5398,15682,8898057,145993
860177593139703809,28501,0,8898057,145993
859924526012018688,3798,18460,8898057,145993
859851578198683649,3259,14549,8898057,145993
859607811541651456,1432,17561,8898057,145993
859196978902773760,27844,84620,8898057,145993
859074603037188101,12627,31867,8898057,145993
858860390427611136,7512,0,8898057,145993
858843525470990336,3215,14737,8898057,145993
858471635011153920,4511,20348,8898057,145993
858107933456039936,2683,14880,8898057,145993
857989990357356544,2404,15184,8898057,145993
857746408056729600,9889,32368,8898057,145993
857393404942143489,1528,5569,8898057,145993
857263160327368704,4214,19020,8898057,145993
857214891891077121,17,213,8898057,145993
857062103051644929,155,0,8898058,145993
857029823797047296,3702,17865,8898058,145993
856543823941562368,2688,15530,8898058,145993
856526610513747968,1756,11274,8898058,145993
856330835276025856,625,0,8898058,145993
856288084350160898,15,490,8898058,145993
856282028240666624,5874,26354,8898058,145993
855862651834028034,22,316,8898058,145993
855860136149123072,911,4644,8898058,145993
855857698524602368,1970,11302,8898058,145993
855851453814013952,16939,43622,8898058,145993
855818117272018944,5089,25402,8898058,145993
855459453768019968,7712,28365,8898058,145993
855245323840757760,5581,0,8898058,145993
855138241867124737,41,0,8898058,145993
854732716440526848,5694,21690,8898058,145993
854482394044301312,6424,27881,8898058,145993
854365224396361728,4417,18035,8898058,145993
854120357044912130,7019,30566,8898058,145993
854010172552949760,2971,15534,8898058,145993
853760880890318849,5437,27337,8898058,145993
853639147608842240,9432,33141,8898058,145993
853299958564483072,3358,14851,8898058,145993
852936405516943360,1876,0,8898058,145993
852912242202992640,1704,8636,8898058,145993
852672615818899456,2044,14313,8898058,145993
852553447878664193,3285,15612,8898058,145993
852311364735569921,9423,31811,8898058,145993
852226086759018497,6503,19209,8898058,145993
852189679701164033,1509,11025,8898058,145993
851861385021730816,19,0,8898058,145993
851591660324737024,3293,15667,8898058,145993
851464819735769094,6717,23333,8898058,145993
851224888060895234,5469,19927,8898058,145993
850753642995093505,8635,29612,8898058,145993
850380195714523136,2476,12641,8898058,145993
850333567704068097,311,3332,8898058,145993
850145622816686080,3612,15736,8898710,145993
850019790995546112,4642,19690,8898058,145993
849776966551130114,7225,29303,8898058,145993
849668094696017920,4733,0,8898058,145993
849412302885593088,3001,15330,8898058,145993
849336543269576704,1804,11027,8898058,145993
849051919805034497,8080,40881,8898058,145993
848690551926992896,4144,24358,8898058,145993
848324959059550208,4426,23903,8898058,145993
848213670039564288,688,7898,8898058,145993
848212111729840128,2889,15783,8898058,145993
847978865427394560,3123,0,8898058,145993
847971574464610304,420,0,8898059,145993
847962785489326080,4855,22778,8898059,145993
847842811428974592,1263,5244,8898059,145993
847617282490613760,393,6770,8898711,145993
847606175596138505,3282,18188,8898059,145993
847251039262605312,4143,19860,8898059,145993
847157206088847362,5612,19253,8898059,145993
847116187444137987,3052,20811,8898059,145993
846874817362120707,3760,19457,8898059,145993
846514051647705089,11067,43217,8898059,145993
846505985330044928,2943,13688,8898059,145993
846153765933735936,8664,30600,8898059,145993
846139713627017216,9671,30136,8898059,145993
846042936437604353,2747,15508,8898059,145993
845812042753855489,8336,28353,8898059,145993
845677943972139009,4622,24476,8898059,145993
845397057150107648,1717,7398,8898059,145993
845306882940190720,5173,22661,8898059,145993
845098359547420673,7369,0,8898059,145993
844979544864018432,2447,13263,8898059,145993
844973813909606400,3050,14621,8898059,145993
844580511645339650,2993,16014,8898059,145993
844223788422217728,2099,13304,8898059,145993
843981021012017153,2846,14778,8898059,145993
843856843873095681,4441,20883,8898059,145993
843604394117681152,2635,16447,8898059,145993
843235543001513987,5789,20941,8898059,145993
842846295480000512,3502,14898,8898059,145993
842765311967449089,1218,6553,8898059,145993
842535590457499648,3388,17671,8898059,145993
842163532590374912,5581,23825,8898059,145993
842115215311396866,2913,13619,8898059,145993
841833993020538882,14501,0,8898059,145993
841680585030541313,7568,25158,8898059,145993
841439858740625411,3550,12327,8898059,145993
841320156043304961,5328,19331,8898059,145993
841314665196081154,4490,15468,8898059,145993
841077006473256960,5131,22318,8898059,145993
840761248237133825,1706,0,8898059,145993
840728873075638272,15516,0,8898059,145993
840698636975636481,2,172,8898059,145993
840696689258311684,942,11992,8898059,145993
840632337062862849,1706,8785,8898059,145993
840370681858686976,4409,16067,8898059,145993
840268004936019968,5550,18815,8898059,145993
839990271299457024,2202,13145,8898059,145993
839549326359670784,7512,26846,8898059,145993
839290600511926273,139,0,8898059,145993
839239871831150596,6322,26509,8898059,145993
838952994649550848,3873,19243,8898059,145993
838921590096166913,1982,10887,8898059,145993
838916489579200512,33,0,8898059,145993
838831947270979586,10684,0,8898059,145993
838561493054533637,1290,10743,8898059,145993
838476387338051585,4618,21997,8898059,145993
838201503651401729,9741,0,8898059,145993
838150277551247360,323,1633,8898059,145993
838085839343206401,1,138,8898059,145993
838083903487373313,3028,17276,8898059,145993
837820167694528512,7622,33365,8898059,145993
837482249356513284,431,3785,8898059,145993
837471256429613056,2200,12542,8898059,145993
837110210464448512,2302,15728,8898059,145993
836989968035819520,2242,12503,8898059,145993
836753516572119041,4519,18979,8898059,145993
836677758902222849,2170,12397,8898059,145993
836648853927522308,537,0,8898059,145993
836397794269200385,26751,0,8898059,145993
836380477523124226,2908,14497,8898059,145993
836260088725786625,4197,20917,8898059,145993
836001077879255040,4150,18723,8898059,145993
835685285446955009,7923,0,8898059,145993
835574547218894849,3521,17471,8898059,145993
835536468978302976,1646,0,8898059,145993
835309094223372289,20393,0,8898059,145993
835297930240217089,2920,16180,8898059,145993
835264098648616962,1646,7584,8898059,145993
835246439529840640,71,2060,8898059,145993
835172783151792128,5618,25715,8898059,145993
835152434251116546,2918,21956,8898059,145993
834931633769889797,1586,10607,8898059,145993
834786237630337024,5379,21051,8898059,145993
834574053763584002,2458,13403,8898059,145993
834477809192075265,10380,0,8898059,145993
834458053273591808,1637,9464,8898059,145993
834209720923721728,4629,20182,8898059,145993
834167344700198914,3575,15557,8898059,145993
834089966724603904,2082,9868,8898059,145993
834086379323871233,2151,12845,8898059,145993
833863086058651648,2350,13214,8898059,145993
833826103416520705,3684,17797,8898059,145993
833732339549220864,217,0,8898059,145993
833722901757046785,3152,20497,8898059,145993
833479644947025920,1995,14630,8898059,145993
833124694597443584,4733,19867,8898059,145993
832998151111966721,2139,13032,8898059,145993
832769181346996225,38,0,8898059,145993
832757312314028032,3530,16600,8898059,145993
832682457690300417,2846,11676,8898059,145993
832645525019123713,521,2883,8898059,145993
832636094638288896,2722,15606,8898059,145993
832397543355072512,2158,11787,8898059,145993
832369877331693569,3123,16888,8898059,145993
832273440279240704,2281,11152,8898059,145993
832215909146226688,6067,0,8898059,145993
832215726631055365,9116,0,8898059,145993
832088576586297345,2,62,8898059,145993
832040443403784192,9377,0,8898059,145993
832032802820481025,4562,17584,8898059,145993
831939777352105988,5995,23601,8898059,145993
831926988323639298,34,330,8898059,145993
831911600680497154,6353,27157,8898059,145993
831670449226514432,1773,10257,8898059,145993
831650051525054464,1876,7008,8898059,145993
831552930092285952,2269,8837,8898059,145993
831322785565769729,1521,9140,8898059,145993
831315979191906304,1102,6441,8898059,145993
831309418084069378,2414,11592,8898059,145993
831262627380748289,1994,11725,8898059,145993
830956169170665475,1462,7872,8898059,145993
830583320585068544,16387,65763,8898059,145993
830173239259324417,5558,0,8898059,145993
830097400375152640,2868,9634,8898059,145993
829878982036299777,4901,0,8898059,145993
829861396166877184,1897,12069,8898059,145993
829501995190984704,10380,31272,8898059,145993
829449946868879360,1963,10319,8898059,145993
829141528400556032,7176,24040,8898060,145993
829011960981237760,15998,52505,8898060,145993
828801551087042563,3357,0,8898060,145993
828770345708580865,5732,25236,8898059,145993
828708714936930305,10956,35991,8898059,145993
828650029636317184,1309,9378,8898059,145993
828409743546925057,1141,6266,8898059,145993
828408677031882754,1260,7582,8898059,145993
828381636999917570,2176,12427,8898059,145993
828376505180889089,1046,7286,8898059,145993
828372645993398273,2874,12415,8898059,145993
828361771580813312,171,2155,8898059,145993
828046555563323392,2813,11598,8898059,145993
828011680017821696,2111,10224,8898059,145993
827933404142436356,5139,19814,8898059,145993
827653905312006145,2964,15302,8898059,145993
827600520311402496,924,7374,8898059,145993
827324948884643840,2977,15623,8898059,145993
827199976799354881,2184,10451,8898059,145993
826958653328592898,4901,21299,8898059,145993
826848821049180160,9959,35822,8898059,145993
826615380357632002,3913,0,8898059,145993
826598799820865537,245,5066,8898059,145993
826598365270007810,2304,9908,8898059,145993
826476773533745153,4110,18165,8898059,145993
826240494070030336,2564,13121,8898059,145993
826204788643753985,907,4819,8898059,145993
826115272272650244,3044,15449,8898059,145993
825876512159186944,1831,10356,8898059,145993
825829644528148480,2445,12597,8898059,145993
825535076884762624,17281,56236,8898059,145993
825147591692263424,4460,18080,8898059,145993
825120256414846976,1229,0,8898059,145993
825026590719483904,1229,6212,8898059,145993
824796380199809024,5414,0,8898059,145993
824775126675836928,3449,14739,8898059,145993
824663926340194305,1742,10414,8898059,145993
824325613288833024,10394,11695,8898059,145993
824297048279236611,3793,14898,8898059,145993
824025158776213504,589,4770,8898059,145993
823939628516474880,2659,10509,8898059,145993
823719002937630720,10992,0,8898059,145993
823699002998870016,2479,13827,8898059,145993
823581115634085888,2587,12887,8898059,145993
823333489516937216,22,693,8898059,145993
823322678127919110,3952,15565,8898060,145993
823269594223824897,9727,0,8898712,145993
822975315408461824,3388,17156,8898060,145993
822872901745569793,42502,130120,8898060,145993
822859134160621569,2234,13118,8898060,145993
822647212903690241,6311,0,8898060,145993
822610361945911296,2910,14664,8898060,145993
822489057087389700,6310,17951,8898712,145993
822462944365645825,14031,27656,8898060,145993
822244816520155136,9727,34609,8898060,145993
822163064745328640,4682,0,8898060,145993
821886076407029760,2269,11204,8898060,145993
821813639212650496,3330,0,8898060,145993
821765923262631936,1631,8324,8898060,145993
821522889702862852,1727,7965,8898060,145993
821421320206483457,5492,0,8898060,145993
821407182352777218,4272,11638,8898060,145993
821153421864615936,10,254,8898060,145993
821149554670182400,1942,8547,8898060,145993
821107785811234820,2104,9514,8898060,145993
821044531881721856,2240,12553,8898060,145993
820837357901512704,6634,0,8898060,145993
820749716845686786,9741,31269,8898060,145993
820690176645140481,3186,12111,8898060,145993
820494788566847489,555,0,8898060,145993
820446719150292993,2538,0,8898060,145993
820314633777061888,555,3314,8898060,145993
820078625395449857,6196,19622,8898060,145993
820013781606658049,1160,0,8898060,145993
819952236453363712,1160,5280,8898060,145993
819924195358416896,4817,12813,8898060,145993
819711362133872643,3072,13259,8898060,145993
819588359383371776,1970,9575,8898060,145993
819347104292290561,1186,7161,8898060,145993
819238181065359361,403,2242,8898060,145993
819227688460238848,6634,22889,8898060,145993
819015337530290176,36484,0,8898060,145993
819015331746349057,18785,0,8898060,145993
819006400881917954,18785,44986,8898060,145993
819004803107983360,36484,86322,8898060,145993
818646164899774465,20717,0,8898060,145993
818627210458333184,7458,22242,8898060,145993
818614493328580609,2520,9759,8898060,145993
818588835076603904,6043,0,8898060,145993
818536468981415936,2414,10791,8898060,145993
818307523543449600,7967,0,8898060,145993
818259473185828864,2226,10922,8898060,145993
818145370475810820,2532,12161,8898060,145993
817908911860748288,791,4810,8898060,145993
817827839487737858,26751,51211,8898060,145993
817777686764523521,2650,10676,8898060,145993
817536400337801217,2922,11677,8898060,145993
817502432452313088,3353,0,8898060,145993
817423860136083457,14501,33519,8898060,145993
817415592588222464,935,5555,8898060,145993
817181837579653120,8376,0,8898060,145993
817171292965273600,1999,8695,8898060,145993
817120970343411712,2570,12135,8898060,145993
817056546584727552,1625,8523,8898060,145993
816829038950027264,4670,0,8898060,145993
816816676327063552,2018,9932,8898060,145993
816697700272001025,2156,9702,8898060,145993
816450570814898180,7967,30213,8898060,145993
816336735214911488,1929,8551,8898060,145993
816091915477250048,2109,8867,8898060,145993
816062466425819140,1005,0,8898060,145993
816014286006976512,5211,0,8898060,145993
815990720817401858,1005,4910,8898060,145993
815966073409433600,8376,22247,8898060,145993
815745968457060357,4090,0,8898060,145993
815736392542261248,2240,9788,8898060,145993
815639385530101762,1635,8173,8898060,145993
815390420867969024,3780,10303,8898061,145993
814986499976527872,1264,7609,8898061,145993
814638523311648768,2669,11190,8898061,145993
814578408554463233,5782,0,8898061,145993
814530161257443328,1841,8586,8898061,145993
814153002265309185,8584,28600,8898060,145993
813944609378369540,3155,0,8898061,145993
813910438903693312,1846,9256,8898061,145993
813812741911748608,13852,36252,8898061,145993
813800681631023104,1741,8278,8898061,145993
813217897535406080,7241,18551,8898061,145993
813202720496779264,1803,9193,8898060,145993
813187593374461952,4318,19754,8898061,145993
813172488309972993,1905,9224,8898061,145993
813157409116065792,2191,7739,8898061,145993
813142292504645637,2365,8446,8898061,145993
813130366689148928,445,4467,8898061,145993
813127251579564032,3104,11765,8898061,145993
813112105746448384,2719,10260,8898061,145993
813096984823349248,3607,10526,8898061,145993
813081950185472002,2765,9852,8898061,145993
813066809284972545,1938,7910,8898061,145993
813051746834595840,7313,20888,8898061,145993
812781120811126785,1890,7522,8898061,145993
812709060537683968,1428,6585,8898060,145993
812503143955202048,1205,6037,8898061,145993
812466873996607488,1922,7937,8898061,145993
812372279581671427,3637,13593,8898060,145993
811985624773361665,1390,7244,8898061,145993
811744202451197953,1577,7512,8898060,145993
811647686436880384,735,5584,8898061,145993
811627233043480576,3059,12719,8898061,145993
811386762094317568,6339,20844,8898061,145993
810984652412424192,1428,5307,8898061,145993
810896069567610880,1752,8970,8898061,145993
810657578271330305,2623,10921,8898061,145993
810284430598270976,11159,35067,8898061,145993
810254108431155201,3357,14627,8898060,145993
809920764300447744,3913,15509,8898061,145993
809808892968534016,4860,0,8898061,145993
809448704142938112,1460,6915,8898061,145993
809220051211603969,5558,19836,8898061,145993
809084759137812480,3512,13184,8898061,145993
808838249661788160,3016,10087,8898061,145993
808733504066486276,2152,7871,8898061,145993
808501579447930884,2589,11275,8898061,145993
808344865868283904,20717,42399,8898062,145993
808134635716833280,5876,0,8898062,145993
808106460588765185,2201,8786,8898062,145993
808001312164028416,3518,12502,8898062,145993
807621403335917568,3592,14533,8898062,145993
807106840509214720,55027,117760,8898062,145993
807059379405148160,7296,0,8898062,145993
807010152071229440,3850,13049,8898062,145993
806629075125202948,34407,74366,8898062,145993
806620845233815552,5500,0,8898062,145993
806576416489959424,1950,4878,8898063,145993
806542213899489280,2349,10193,8898063,145993
806242860592926720,11558,0,8898063,145993
806219024703037440,1186,6430,8898063,145993
805958939288408065,5335,0,8898063,145993
805932879469572096,1917,8258,8898063,145993
805826884734976000,1807,6538,8898063,145993
805823200554876929,7968,0,8898063,145993
805520635690676224,1650,5733,8898063,145993
805487436403003392,2514,8770,8898063,145993
805207613751304193,1708,7828,8898063,145993
804738756058218496,3802,13663,8898063,145993
804475857670639616,2002,6120,8898063,145993
804413760345620481,3218,0,8898063,145993
804026241225523202,16010,44295,8898063,145993
803773340896923648,2726,10030,8898063,145993
803692223237865472,7398,0,8898063,145993
803638050916102144,4128,10915,8898063,145993
803380650405482500,1869,7743,8898063,145993
803321560782307329,5299,0,8898063,145993
803276597545603072,2441,10000,8898063,145993
802952499103731712,1988,8987,8898063,145993
802624713319034886,2900,0,8898063,145993
802600418706604034,1454,7083,8898063,145993
802572683846291456,2488,8920,8898063,145993
802323869084381190,5800,16136,8898063,145993
802265048156610565,1369,6912,8898063,145993
802239329049477120,2611,9064,8898063,145993
802185808107208704,273,0,8898063,145993
801958328846974976,1716,7732,8898063,145993
801854953262350336,235,1790,8898063,145993
801538201127157760,2053,8208,8898063,145993
801285448605831168,815,6034,8898063,145993
801167903437357056,5876,24398,8898063,145993
801127390143516673,3935,0,8898063,145993
801115127852503040,2097,8048,8898063,145993
800859414831898624,97,688,8898063,145993
800855607700029440,1607,0,8898063,145993
800751577355128832,2780,10555,8898063,145993
800513324630806528,2976,13101,8898063,145993
800459316964663297,2168,9483,8898063,145993
800443802682937345,4302,0,8898063,145993
800388270626521089,2790,11130,8898063,145993
800188575492947969,3923,0,8898063,145993
800141422401830912,2538,15243,8898063,145993
800018252395122689,13075,28292,8898063,145993
799774291445383169,4660,0,8898063,145993
799757965289017345,2157,8366,8898063,145993
799422933579902976,1920,8053,8898063,145993
799308762079035393,5432,0,8898063,145993
799297110730567681,2742,9846,8898063,145993
799063482566066176,2467,8053,8898063,145993
798933969379225600,4427,13040,8898063,145993
798925684722855936,1435,7497,8898063,145993
798705661114773508,6610,0,8898063,145993
798701998996647937,7742,0,8898063,145993
798697898615730177,6491,0,8898715,145993
798694562394996736,4927,0,8898063,145993
798686750113755136,2328,0,8898063,145993
798682547630837760,4721,0,8898063,145993
798673117451325440,5534,0,8898063,145993
798665375516884993,3885,0,8898063,145993
798644042770751489,1845,0,8898063,145993
798628517273620480,1967,0,8898063,145993
798585098161549313,5660,0,8898063,145993
798576900688019456,5814,0,8898063,145993
798340744599797760,3310,0,8898063,145993
798209839306514432,2546,10394,8898063,145993
797971864723324932,3097,11550,8898063,145993
797545162159308800,4854,14527,8898063,145993
797236660651966464,6537,19902,8898063,145993
797165961484890113,26,225,8898063,145993
796904159865868288,8879,0,8898063,145993
796865951799083009,1910,7664,8898063,145993
796759840936919040,3013,11788,8898063,145993
796563435802726400,7211,0,8898063,145993
796484825502875648,1746,7559,8898063,145993
796387464403357696,4114,10967,8898063,145993
796177847564038144,14196,0,8898063,145993
796149749086875649,14196,32148,8898063,145993
796125600683540480,1801,4956,8898064,145993
796116448414461957,2407,9072,8898064,145993
796080075804475393,2294,8437,8898064,145993
796031486298386433,3701,10772,8898064,145993
795464331001561088,23441,49413,8898064,145993
795400264262053889,2849,9991,8898716,145993
795076730285391872,5414,16149,8898064,145993
794983741416415232,3351,0,8898064,145993
794926597468000259,2301,10208,8898064,145993
794355576146903043,10215,0,8898064,145993
794332329137291264,2669,9575,8898064,145993
794205286408003585,3302,9211,8898064,145993
793962221541933056,4860,16780,8898064,145993
793845145112371200,1846,9191,8898064,145993
793614319594401792,3112,0,8898064,145993
793601777308463104,1607,7954,8898064,145993
793500921481273345,2360,10645,8898064,145993
793286476301799424,9116,24532,8898064,145993
793271401113350145,2378,8678,8898064,145993
793256262322548741,8292,19937,8898064,145993
793241302385262592,3276,10486,8898064,145993
793226087023144960,2868,9790,8898064,145993
793210959003287553,2780,8906,8898064,145993
793195938047070209,5598,15218,8898064,145993
793180763617361921,1987,6918,8898064,145993
793165685325201412,2763,9353,8898064,145993
793150605191548928,1691,6154,8898064,145993
793135492858580992,2484,6386,8898064,145993
793120401413079041,3899,12613,8898064,145993
792913359805018113,3952,14281,8898064,145993
792883833364439040,4247,11267,8898064,145993
792773781206999040,1664,7340,8898063,145993
792394556390137856,4274,13376,8898063,145993
792050063153438720,1782,7125,8898063,145993
791821351946420224,20974,0,8898063,145993
791784077045166082,9514,0,8898063,145993
791780927877898241,3799,0,8898063,145993
791774931465953280,22061,44968,8898063,145993
791672322847637504,3112,11714,8898063,145993
791406955684368384,4090,13117,8898063,145993
791312159183634433,2517,8736,8898063,145993
791026214425268224,4069,0,8898063,145993
790987426131050500,2123,9790,8898063,145993
790946055508652032,4670,16612,8898063,145993
790723298204217344,2296,0,8898063,145993
790698755171364864,1913,8188,8898062,145993
790581949425475584,7088,20599,8898062,145993
790337589677002753,1869,7792,8898062,145993
790277117346975746,3155,12521,8898062,145993
790227638568808452,3545,0,8898062,145993
789986466051088384,2296,9222,8898062,145993
789960241177853952,4088,0,8898064,145993
789903600034189313,4107,10301,8898062,145993
789628658055020548,1752,7457,8898062,145993
789599242079838210,1912,6722,8898062,145993
789530877013393408,3351,11690,8898062,145993
789314372632018944,2282,8617,8898062,145993
789280767834746880,4894,0,8898062,145993
789268448748703744,2591,9088,8898063,145993
789137962068021249,2775,9692,8898063,145993
788908386943430656,12414,27354,8898063,145993
788765914992902144,10215,27228,8898063,145993
788552643979468800,7117,0,8898063,145993
788412144018661376,5229,15485,8898063,145993
788178268662984705,2083,7200,8898063,145993
788150585577050112,1266,6100,8898063,145993
788070120937619456,3412,0,8898063,145993
788039637453406209,1299,6102,8898063,145993
787810552592695296,3025,8577,8898063,145993
787717603741622272,2757,10231,8898063,145993
787397959788929025,2831,10839,8898063,145993
787322443945877504,1729,7741,8898063,145993
787111942498508800,6697,0,8898063,145993
786963064373534720,7923,26539,8898063,145993
786729988674449408,2410,0,8898063,145993
786709082849828864,6067,18159,8898063,145993
786664955043049472,2522,10547,8898063,145993
786595970293370880,3107,9415,8898063,145993
786363235746385920,3468,10837,8898063,145993
786286427768250368,2807,7937,8898063,145993
786233965241827333,4682,15156,8898063,145993
786051337297522688,154,1420,8898063,145993
786036967502913536,6949,0,8898063,145993
785927819176054784,3154,11329,8898063,145993
785872687017132033,1789,6666,8898063,145993
785639753186217984,2218,7823,8898063,145993
785533386513321988,1976,9057,8898063,145993
785515384317313025,1242,6090,8898063,145993
785264754247995392,1605,7224,8898063,145993
785170936622350336,4780,11958,8898063,145993
784826020293709826,3218,10054,8898063,145993
784517518371221505,2501,8921,8898063,145993
784431430411685888,1260,5690,8898063,145993
784183165795655680,7968,19942,8898063,145993
784057939640352768,10992,29589,8898063,145993
783839966405230592,10684,29823,8898063,145993
783821107061198850,1948,7315,8898063,145993
783695101801398276,3177,10420,8898063,145993
783466772167098368,2218,8402,8898063,145993
783391753726550016,5403,16782,8898063,145993
783347506784731136,5482,0,8898063,145993
783334639985389568,11558,28931,8898063,145993
783085703974514689,2173,8108,8898063,145993
782969140009107456,7296,23985,8898063,145993
782747134529531904,1396,7423,8898063,145993
